Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20210425,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,26719,,0.929228531,,970361,,33.74703867,
20210425,S92000003,Total,d,50 - 54,,393113,,Dose 1,,418,,0.10633075,,350990,,89.28476036,
20210425,S92000003,Total,d,50 - 54,,393113,,Dose 2,,590,,0.150084073,,59153,,15.04732736,
20210425,S92000003,Total,d,55 - 59,,399344,,Dose 1,,77,,0.019281622,,385561,,96.54858969,
20210425,S92000003,Total,d,55 - 59,,399344,,Dose 2,,816,,0.20433511,,66249,,16.58945671,
20210425,S92000003,Total,d,60 - 64,,352569,,Dose 1,,43,,0.012196194,,353291,,100.2047826,
20210425,S92000003,Total,d,60 - 64,,352569,,Dose 2,,1103,,0.312846563,,58974,,16.72693856,
20210425,S92000003,Total,d,65 - 69,,300433,,Dose 1,,21,,0.006989911,,301070,,100.2120273,
20210425,S92000003,Total,d,65 - 69,,300433,,Dose 2,,6761,,2.250418563,,109587,,36.47635246,
20210425,S92000003,Total,d,70 - 74,,285830,,Dose 1,,25,,0.008746458,,285464,,99.87195186,
20210425,S92000003,Total,d,70 - 74,,285830,,Dose 2,,10981,,3.841794073,,176665,,61.80771787,
20210425,S92000003,Total,d,75 - 79,,198210,,Dose 1,,10,,0.005045154,,205893,,103.8761919,
20210425,S92000003,Total,d,75 - 79,,198210,,Dose 2,,3806,,1.920185662,,160751,,81.10135715,
20210425,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,20,,0.00736358,,280055,,103.1103764,
20210425,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,1980,,0.728994466,,256668,,94.49977357,
20210425,S92000003,Total,d,All vaccinations,d,,,Dose 1,,2598,,,z,2777042,,,z
20210425,S92000003,Total,d,All vaccinations,d,,,Dose 2,,27505,,,z,1096312,,,z
20210426,S92000003,Female,,16 - 17,,53579,,Dose 1,,16,,0.029862446,,2999,,5.597342242,
20210426,S92000003,Female,,16 - 17,,53579,,Dose 2,,7,,0.01306482,,368,,0.68683626,
20210426,S92000003,Female,,18 - 29,,413185,,Dose 1,,207,,0.050098624,,99776,,24.14802086,
20210426,S92000003,Female,,18 - 29,,413185,,Dose 2,,389,,0.09414669,,43693,,10.57468204,
20210426,S92000003,Female,,30 - 39,,370019,,Dose 1,,227,,0.061348201,,123279,,33.31693778,
20210426,S92000003,Female,,30 - 39,,370019,,Dose 2,,528,,0.142695375,,51859,,14.01522625,
20210426,S92000003,Female,,40 - 49,,345328,,Dose 1,,2191,,0.634469258,,160279,,46.41355465,
20210426,S92000003,Female,,40 - 49,,345328,,Dose 2,,739,,0.213999444,,62913,,18.21833156,
20210426,S92000003,Female,,50 - 54,,203758,,Dose 1,,611,,0.299865527,,182672,,89.65144927,
20210426,S92000003,Female,,50 - 54,,203758,,Dose 2,,647,,0.317533545,,44835,,22.00404401,
20210426,S92000003,Female,,55 - 59,,205996,,Dose 1,,54,,0.026214101,,197816,,96.02904911,
20210426,S92000003,Female,,55 - 59,,205996,,Dose 2,,793,,0.384958931,,48975,,23.77473349,
20210426,S92000003,Female,,60 - 64,,181868,,Dose 1,,45,,0.02474322,,180457,,99.22416258,
20210426,S92000003,Female,,60 - 64,,181868,,Dose 2,,1016,,0.558646931,,40362,,22.19301911,
20210426,S92000003,Female,,65 - 69,,155904,,Dose 1,,31,,0.019884031,,154439,,99.06031917,
20210426,S92000003,Female,,65 - 69,,155904,,Dose 2,,4973,,3.189783456,,63299,,40.60126745,
20210426,S92000003,Female,,70 - 74,,149920,,Dose 1,,14,,0.009338314,,148925,,99.3363127,
20210426,S92000003,Female,,70 - 74,,149920,,Dose 2,,6818,,4.547758805,,98562,,65.74306297,
20210426,S92000003,Female,,75 - 79,,109004,,Dose 1,,13,,0.011926168,,111429,,102.224689,
20210426,S92000003,Female,,75 - 79,,109004,,Dose 2,,2695,,2.472386334,,89611,,82.20890976,
20210426,S92000003,Female,,80 years and over,d,165451,,Dose 1,,10,,0.006044086,,170140,,102.8340717,
20210426,S92000003,Female,,80 years and over,d,165451,,Dose 2,,1054,,0.637046618,,156556,,94.62378589,
20210426,S92000003,Male,,16 - 17,,56560,,Dose 1,,18,,0.031824611,,2976,,5.261669024,
20210426,S92000003,Male,,16 - 17,,56560,,Dose 2,,8,,0.014144272,,238,,0.420792079,
20210426,S92000003,Male,,18 - 29,,420762,,Dose 1,,147,,0.034936615,,57762,,13.72795072,
20210426,S92000003,Male,,18 - 29,,420762,,Dose 2,,272,,0.064644621,,13755,,3.269068975,
20210426,S92000003,Male,,30 - 39,,359716,,Dose 1,,211,,0.058657385,,69778,,19.39808071,
20210426,S92000003,Male,,30 - 39,,359716,,Dose 2,,286,,0.079507167,,17465,,4.855219117,
20210426,S92000003,Male,,40 - 49,,328962,,Dose 1,,2535,,0.770605723,,103294,,31.39997933,
20210426,S92000003,Male,,40 - 49,,328962,,Dose 2,,503,,0.152905199,,20643,,6.275192879,
20210426,S92000003,Male,,50 - 54,,189355,,Dose 1,,866,,0.45734203,,169795,,89.67019619,
20210426,S92000003,Male,,50 - 54,,189355,,Dose 2,,477,,0.251907792,,15442,,8.155052679,
20210426,S92000003,Male,,55 - 59,,193348,,Dose 1,,77,,0.039824565,,187876,,97.16986987,
20210426,S92000003,Male,,55 - 59,,193348,,Dose 2,,622,,0.321699733,,18689,,9.665990856,
20210426,S92000003,Male,,60 - 64,,170701,,Dose 1,,38,,0.022261147,,172917,,101.2981763,
20210426,S92000003,Male,,60 - 64,,170701,,Dose 2,,929,,0.544226454,,20557,,12.04269454,
20210426,S92000003,Male,,65 - 69,,144529,,Dose 1,,31,,0.021448983,,146693,,101.4972774,
20210426,S92000003,Male,,65 - 69,,144529,,Dose 2,,4746,,3.283770039,,56007,,38.75139245,
20210426,S92000003,Male,,70 - 74,,135910,,Dose 1,,22,,0.016187183,,136575,,100.4892944,
20210426,S92000003,Male,,70 - 74,,135910,,Dose 2,,6365,,4.683246266,,91286,,67.16650725,
20210426,S92000003,Male,,75 - 79,,89206,,Dose 1,,11,,0.012331009,,94488,,105.9211264,
20210426,S92000003,Male,,75 - 79,,89206,,Dose 2,,2305,,2.583906912,,76140,,85.35300316,
20210426,S92000003,Male,,80 years and over,d,106156,,Dose 1,,7,,0.006594069,,109932,,103.5570293,
20210426,S92000003,Male,,80 years and over,d,106156,,Dose 2,,660,,0.621726516,,101826,,95.92109725,
20210426,S92000003,Total,d,16 - 17,,110139,,Dose 1,,34,,0.030870082,,5975,,5.424963001,
20210426,S92000003,Total,d,16 - 17,,110139,,Dose 2,,15,,0.013619154,,606,,0.550213821,
20210426,S92000003,Total,d,18 - 29,,833947,,Dose 1,,354,,0.042448741,,157538,,18.89064893,
20210426,S92000003,Total,d,18 - 29,,833947,,Dose 2,,661,,0.079261632,,57448,,6.888687171,
20210426,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,7348,,0.165529869,,2778322,,62.58781666,
20210426,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,36817,,0.82938394,,1132475,,25.51149135,
20210426,S92000003,Total,d,30 - 39,,729735,,Dose 1,,438,,0.060021789,,193057,,26.45576819,
20210426,S92000003,Total,d,30 - 39,,729735,,Dose 2,,814,,0.111547343,,69324,,9.499886945,
20210426,S92000003,Total,d,40 - 49,,674290,,Dose 1,,4726,,0.700885376,,263573,,39.08896765,
20210426,S92000003,Total,d,40 - 49,,674290,,Dose 2,,1242,,0.184193745,,83556,,12.3917009,
20210426,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,6556,,0.228003378,,2427727,,84.4310488,
20210426,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,35342,,1.229117659,,1005703,,34.97615633,
20210426,S92000003,Total,d,50 - 54,,393113,,Dose 1,,1477,,0.375718941,,352467,,89.6604793,
20210426,S92000003,Total,d,50 - 54,,393113,,Dose 2,,1124,,0.285922877,,60277,,15.33325024,
20210426,S92000003,Total,d,55 - 59,,399344,,Dose 1,,131,,0.032803798,,385692,,96.58139349,
20210426,S92000003,Total,d,55 - 59,,399344,,Dose 2,,1415,,0.354331103,,67664,,16.94378781,
20210426,S92000003,Total,d,60 - 64,,352569,,Dose 1,,83,,0.023541491,,353374,,100.2283241,
20210426,S92000003,Total,d,60 - 64,,352569,,Dose 2,,1945,,0.551665064,,60919,,17.27860362,
20210426,S92000003,Total,d,65 - 69,,300433,,Dose 1,,62,,0.020636881,,301132,,100.2326642,
20210426,S92000003,Total,d,65 - 69,,300433,,Dose 2,,9719,,3.234997487,,119306,,39.71134995,
20210426,S92000003,Total,d,70 - 74,,285830,,Dose 1,,36,,0.012594899,,285500,,99.88454676,
20210426,S92000003,Total,d,70 - 74,,285830,,Dose 2,,13183,,4.612182066,,189848,,66.41989994,
20210426,S92000003,Total,d,75 - 79,,198210,,Dose 1,,24,,0.01210837,,205917,,103.8883003,
20210426,S92000003,Total,d,75 - 79,,198210,,Dose 2,,5000,,2.522577065,,165751,,83.62393421,
20210426,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,17,,0.006259043,,280072,,103.1166354,
20210426,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,1714,,0.631058846,,258382,,95.13083242,
20210426,S92000003,Total,d,All vaccinations,d,,,Dose 1,,7382,,,z,2784424,,,z
20210426,S92000003,Total,d,All vaccinations,d,,,Dose 2,,36834,,,z,1133146,,,z
20210427,S92000003,Female,,16 - 17,,53579,,Dose 1,,21,,0.039194461,,3020,,5.636536703,
20210427,S92000003,Female,,16 - 17,,53579,,Dose 2,,9,,0.016797626,,377,,0.703633886,
20210427,S92000003,Female,,18 - 29,,413185,,Dose 1,,273,,0.066072098,,100049,,24.21409296,
20210427,S92000003,Female,,18 - 29,,413185,,Dose 2,,391,,0.094630734,,44084,,10.66931278,
20210427,S92000003,Female,,30 - 39,,370019,,Dose 1,,400,,0.108102557,,123679,,33.42504034,
20210427,S92000003,Female,,30 - 39,,370019,,Dose 2,,567,,0.153235374,,52426,,14.16846162,
20210427,S92000003,Female,,40 - 49,,345328,,Dose 1,,2181,,0.631573461,,162460,,47.04512811,
20210427,S92000003,Female,,40 - 49,,345328,,Dose 2,,785,,0.227320113,,63698,,18.44565167,
20210427,S92000003,Female,,50 - 54,,203758,,Dose 1,,621,,0.30477331,,183293,,89.95622258,
20210427,S92000003,Female,,50 - 54,,203758,,Dose 2,,702,,0.34452635,,45537,,22.34857036,
20210427,S92000003,Female,,55 - 59,,205996,,Dose 1,,67,,0.032524903,,197883,,96.06157401,
20210427,S92000003,Female,,55 - 59,,205996,,Dose 2,,887,,0.430590885,,49862,,24.20532438,
20210427,S92000003,Female,,60 - 64,,181868,,Dose 1,,42,,0.023093672,,180499,,99.24725625,
20210427,S92000003,Female,,60 - 64,,181868,,Dose 2,,1082,,0.594936987,,41444,,22.7879561,
20210427,S92000003,Female,,65 - 69,,155904,,Dose 1,,33,,0.021166872,,154472,,99.08148604,
20210427,S92000003,Female,,65 - 69,,155904,,Dose 2,,5949,,3.815809729,,69248,,44.41707718,
20210427,S92000003,Female,,70 - 74,,149920,,Dose 1,,14,,0.009338314,,148939,,99.34565101,
20210427,S92000003,Female,,70 - 74,,149920,,Dose 2,,6931,,4.623132337,,105493,,70.3661953,
20210427,S92000003,Female,,75 - 79,,109004,,Dose 1,,11,,0.010091373,,111440,,102.2347804,
20210427,S92000003,Female,,75 - 79,,109004,,Dose 2,,2837,,2.602656783,,92448,,84.81156655,
20210427,S92000003,Female,,80 years and over,d,165451,,Dose 1,,17,,0.010274945,,170157,,102.8443467,
20210427,S92000003,Female,,80 years and over,d,165451,,Dose 2,,1542,,0.931997993,,158098,,95.55578389,
20210427,S92000003,Male,,16 - 17,,56560,,Dose 1,,15,,0.026520509,,2991,,5.288189533,
20210427,S92000003,Male,,16 - 17,,56560,,Dose 2,,4,,0.007072136,,242,,0.427864215,
20210427,S92000003,Male,,18 - 29,,420762,,Dose 1,,162,,0.038501576,,57924,,13.76645229,
20210427,S92000003,Male,,18 - 29,,420762,,Dose 2,,256,,0.060841996,,14011,,3.329910971,
20210427,S92000003,Male,,30 - 39,,359716,,Dose 1,,233,,0.064773321,,70011,,19.46285403,
20210427,S92000003,Male,,30 - 39,,359716,,Dose 2,,313,,0.087013088,,17778,,4.942232205,
20210427,S92000003,Male,,40 - 49,,328962,,Dose 1,,2496,,0.758750251,,105790,,32.15872958,
20210427,S92000003,Male,,40 - 49,,328962,,Dose 2,,494,,0.15016932,,21137,,6.4253622,
20210427,S92000003,Male,,50 - 54,,189355,,Dose 1,,843,,0.445195532,,170638,,90.11539172,
20210427,S92000003,Male,,50 - 54,,189355,,Dose 2,,489,,0.258245095,,15931,,8.413297774,
20210427,S92000003,Male,,55 - 59,,193348,,Dose 1,,97,,0.050168608,,187973,,97.22003848,
20210427,S92000003,Male,,55 - 59,,193348,,Dose 2,,734,,0.379626373,,19423,,10.04561723,
20210427,S92000003,Male,,60 - 64,,170701,,Dose 1,,64,,0.037492458,,172981,,101.3356688,
20210427,S92000003,Male,,60 - 64,,170701,,Dose 2,,983,,0.575860716,,21540,,12.61855525,
20210427,S92000003,Male,,65 - 69,,144529,,Dose 1,,25,,0.017297567,,146718,,101.5145749,
20210427,S92000003,Male,,65 - 69,,144529,,Dose 2,,5946,,4.114053235,,61953,,42.86544569,
20210427,S92000003,Male,,70 - 74,,135910,,Dose 1,,22,,0.016187183,,136597,,100.5054816,
20210427,S92000003,Male,,70 - 74,,135910,,Dose 2,,6330,,4.65749393,,97616,,71.82400118,
20210427,S92000003,Male,,75 - 79,,89206,,Dose 1,,5,,0.005605004,,94493,,105.9267314,
20210427,S92000003,Male,,75 - 79,,89206,,Dose 2,,2453,,2.749815035,,78593,,88.1028182,
20210427,S92000003,Male,,80 years and over,d,106156,,Dose 1,,11,,0.010362109,,109943,,103.5673914,
20210427,S92000003,Male,,80 years and over,d,106156,,Dose 2,,933,,0.878895211,,102759,,96.79999246,
20210427,S92000003,Total,d,16 - 17,,110139,,Dose 1,,36,,0.03268597,,6011,,5.457648971,
20210427,S92000003,Total,d,16 - 17,,110139,,Dose 2,,13,,0.011803267,,619,,0.562017087,
20210427,S92000003,Total,d,18 - 29,,833947,,Dose 1,,435,,0.052161588,,157973,,18.94281051,
20210427,S92000003,Total,d,18 - 29,,833947,,Dose 2,,647,,0.077582868,,58095,,6.966270039,
20210427,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,7617,,0.171589686,,2785939,,62.75940635,
20210427,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,40604,,0.914694448,,1173079,,26.4261858,
20210427,S92000003,Total,d,30 - 39,,729735,,Dose 1,,633,,0.086743818,,193690,,26.54251201,
20210427,S92000003,Total,d,30 - 39,,729735,,Dose 2,,880,,0.120591722,,70204,,9.620478667,
20210427,S92000003,Total,d,40 - 49,,674290,,Dose 1,,4677,,0.693618473,,268250,,39.78258613,
20210427,S92000003,Total,d,40 - 49,,674290,,Dose 2,,1279,,0.189680998,,84835,,12.5813819,
20210427,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,6549,,0.227759933,,2434276,,84.65880873,
20210427,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,39077,,1.359012811,,1044780,,36.33516914,
20210427,S92000003,Total,d,50 - 54,,393113,,Dose 1,,1464,,0.372412004,,353931,,90.03289131,
20210427,S92000003,Total,d,50 - 54,,393113,,Dose 2,,1191,,0.302966323,,61468,,15.63621656,
20210427,S92000003,Total,d,55 - 59,,399344,,Dose 1,,164,,0.04106735,,385856,,96.62246084,
20210427,S92000003,Total,d,55 - 59,,399344,,Dose 2,,1621,,0.405915702,,69285,,17.34970351,
20210427,S92000003,Total,d,60 - 64,,352569,,Dose 1,,106,,0.030065037,,353480,,100.2583891,
20210427,S92000003,Total,d,60 - 64,,352569,,Dose 2,,2065,,0.585700955,,62984,,17.86430458,
20210427,S92000003,Total,d,65 - 69,,300433,,Dose 1,,58,,0.019305469,,301190,,100.2519697,
20210427,S92000003,Total,d,65 - 69,,300433,,Dose 2,,11895,,3.959285431,,131201,,43.67063538,
20210427,S92000003,Total,d,70 - 74,,285830,,Dose 1,,36,,0.012594899,,285536,,99.89714166,
20210427,S92000003,Total,d,70 - 74,,285830,,Dose 2,,13261,,4.639471014,,203109,,71.05937095,
20210427,S92000003,Total,d,75 - 79,,198210,,Dose 1,,16,,0.008072247,,205933,,103.8963725,
20210427,S92000003,Total,d,75 - 79,,198210,,Dose 2,,5290,,2.668886534,,171041,,86.29282075,
20210427,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,28,,0.010309013,,280100,,103.1269444,
20210427,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,2475,,0.911243083,,260857,,96.0420755,
20210427,S92000003,Total,d,All vaccinations,d,,,Dose 1,,7654,,,z,2792078,,,z
20210427,S92000003,Total,d,All vaccinations,d,,,Dose 2,,40617,,,z,1173763,,,z
20210428,S92000003,Female,,16 - 17,,53579,,Dose 1,,43,,0.080255324,,3063,,5.716792027,
20210428,S92000003,Female,,16 - 17,,53579,,Dose 2,,5,,0.009332014,,382,,0.712965901,
20210428,S92000003,Female,,18 - 29,,413185,,Dose 1,,275,,0.066556143,,100324,,24.2806491,
20210428,S92000003,Female,,18 - 29,,413185,,Dose 2,,557,,0.134806443,,44641,,10.80411922,
20210428,S92000003,Female,,30 - 39,,370019,,Dose 1,,240,,0.064861534,,123919,,33.48990187,
20210428,S92000003,Female,,30 - 39,,370019,,Dose 2,,679,,0.18350409,,53105,,14.35196571,
20210428,S92000003,Female,,40 - 49,,345328,,Dose 1,,1711,,0.495470973,,164171,,47.54059908,
20210428,S92000003,Female,,40 - 49,,345328,,Dose 2,,1034,,0.299425474,,64732,,18.74507714,
20210428,S92000003,Female,,50 - 54,,203758,,Dose 1,,493,,0.24195369,,183786,,90.19817627,
20210428,S92000003,Female,,50 - 54,,203758,,Dose 2,,834,,0.409309082,,46371,,22.75787945,
20210428,S92000003,Female,,55 - 59,,205996,,Dose 1,,54,,0.026214101,,197937,,96.08778811,
20210428,S92000003,Female,,55 - 59,,205996,,Dose 2,,1235,,0.599526204,,51097,,24.80485058,
20210428,S92000003,Female,,60 - 64,,181868,,Dose 1,,45,,0.02474322,,180544,,99.27199947,
20210428,S92000003,Female,,60 - 64,,181868,,Dose 2,,1521,,0.836320848,,42965,,23.62427695,
20210428,S92000003,Female,,65 - 69,,155904,,Dose 1,,28,,0.01795977,,154500,,99.09944581,
20210428,S92000003,Female,,65 - 69,,155904,,Dose 2,,7414,,4.755490558,,76662,,49.17256773,
20210428,S92000003,Female,,70 - 74,,149920,,Dose 1,,23,,0.015341515,,148962,,99.36099253,
20210428,S92000003,Female,,70 - 74,,149920,,Dose 2,,5568,,3.71398079,,111061,,74.08017609,
20210428,S92000003,Female,,75 - 79,,109004,,Dose 1,,7,,0.006421783,,111447,,102.2412022,
20210428,S92000003,Female,,75 - 79,,109004,,Dose 2,,2492,,2.286154637,,94940,,87.09772118,
20210428,S92000003,Female,,80 years and over,d,165451,,Dose 1,,13,,0.007857311,,170170,,102.852204,
20210428,S92000003,Female,,80 years and over,d,165451,,Dose 2,,980,,0.592320385,,159078,,96.14810427,
20210428,S92000003,Male,,16 - 17,,56560,,Dose 1,,38,,0.06718529,,3029,,5.355374823,
20210428,S92000003,Male,,16 - 17,,56560,,Dose 2,,4,,0.007072136,,246,,0.434936351,
20210428,S92000003,Male,,18 - 29,,420762,,Dose 1,,265,,0.062980973,,58189,,13.82943327,
20210428,S92000003,Male,,18 - 29,,420762,,Dose 2,,343,,0.081518768,,14354,,3.411429739,
20210428,S92000003,Male,,30 - 39,,359716,,Dose 1,,237,,0.06588531,,70248,,19.52873934,
20210428,S92000003,Male,,30 - 39,,359716,,Dose 2,,419,,0.116480779,,18197,,5.058712985,
20210428,S92000003,Male,,40 - 49,,328962,,Dose 1,,2200,,0.668770253,,107990,,32.82749983,
20210428,S92000003,Male,,40 - 49,,328962,,Dose 2,,784,,0.238325399,,21921,,6.663687599,
20210428,S92000003,Male,,50 - 54,,189355,,Dose 1,,718,,0.37918196,,171356,,90.49457368,
20210428,S92000003,Male,,50 - 54,,189355,,Dose 2,,751,,0.396609543,,16682,,8.809907317,
20210428,S92000003,Male,,55 - 59,,193348,,Dose 1,,125,,0.064650268,,188098,,97.28468875,
20210428,S92000003,Male,,55 - 59,,193348,,Dose 2,,1157,,0.59840288,,20580,,10.64402011,
20210428,S92000003,Male,,60 - 64,,170701,,Dose 1,,60,,0.035149179,,173041,,101.370818,
20210428,S92000003,Male,,60 - 64,,170701,,Dose 2,,1635,,0.957815127,,23175,,13.57637038,
20210428,S92000003,Male,,65 - 69,,144529,,Dose 1,,36,,0.024908496,,146754,,101.5394834,
20210428,S92000003,Male,,65 - 69,,144529,,Dose 2,,7146,,4.944336431,,69099,,47.80978212,
20210428,S92000003,Male,,70 - 74,,135910,,Dose 1,,20,,0.014715621,,136617,,100.5201972,
20210428,S92000003,Male,,70 - 74,,135910,,Dose 2,,5202,,3.827532926,,102818,,75.6515341,
20210428,S92000003,Male,,75 - 79,,89206,,Dose 1,,8,,0.008968007,,94501,,105.9356994,
20210428,S92000003,Male,,75 - 79,,89206,,Dose 2,,2102,,2.356343744,,80695,,90.45916194,
20210428,S92000003,Male,,80 years and over,d,106156,,Dose 1,,5,,0.004710049,,109948,,103.5721014,
20210428,S92000003,Male,,80 years and over,d,106156,,Dose 2,,526,,0.495497193,,103285,,97.29548966,
20210428,S92000003,Total,d,16 - 17,,110139,,Dose 1,,81,,0.073543431,,6092,,5.531192402,
20210428,S92000003,Total,d,16 - 17,,110139,,Dose 2,,9,,0.008171492,,628,,0.57018858,
20210428,S92000003,Total,d,18 - 29,,833947,,Dose 1,,540,,0.064752316,,158513,,19.00756283,
20210428,S92000003,Total,d,18 - 29,,833947,,Dose 2,,900,,0.107920527,,58995,,7.074190566,
20210428,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,6563,,0.147846017,,2792502,,62.90725236,
20210428,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,42379,,0.954680229,,1215458,,27.38086603,
20210428,S92000003,Total,d,30 - 39,,729735,,Dose 1,,477,,0.065366195,,194167,,26.6078782,
20210428,S92000003,Total,d,30 - 39,,729735,,Dose 2,,1098,,0.15046558,,71302,,9.770944247,
20210428,S92000003,Total,d,40 - 49,,674290,,Dose 1,,3911,,0.5800175,,272161,,40.36260363,
20210428,S92000003,Total,d,40 - 49,,674290,,Dose 2,,1818,,0.26961693,,86653,,12.85099883,
20210428,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,5546,,0.192877781,,2439822,,84.85168652,
20210428,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,40381,,1.404363086,,1085161,,37.73953222,
20210428,S92000003,Total,d,50 - 54,,393113,,Dose 1,,1211,,0.308053918,,355142,,90.34094522,
20210428,S92000003,Total,d,50 - 54,,393113,,Dose 2,,1585,,0.403191958,,63053,,16.03940852,
20210428,S92000003,Total,d,55 - 59,,399344,,Dose 1,,179,,0.044823511,,386035,,96.66728435,
20210428,S92000003,Total,d,55 - 59,,399344,,Dose 2,,2392,,0.598982331,,71677,,17.94868584,
20210428,S92000003,Total,d,60 - 64,,352569,,Dose 1,,105,,0.029781404,,353585,,100.2881705,
20210428,S92000003,Total,d,60 - 64,,352569,,Dose 2,,3156,,0.895143929,,66140,,18.75944851,
20210428,S92000003,Total,d,65 - 69,,300433,,Dose 1,,64,,0.021302587,,301254,,100.2732722,
20210428,S92000003,Total,d,65 - 69,,300433,,Dose 2,,14560,,4.846338452,,145761,,48.51697383,
20210428,S92000003,Total,d,70 - 74,,285830,,Dose 1,,43,,0.015043907,,285579,,99.91218556,
20210428,S92000003,Total,d,70 - 74,,285830,,Dose 2,,10770,,3.767973971,,213879,,74.82734493,
20210428,S92000003,Total,d,75 - 79,,198210,,Dose 1,,15,,0.007567731,,205948,,103.9039403,
20210428,S92000003,Total,d,75 - 79,,198210,,Dose 2,,4594,,2.317743807,,175635,,88.61056455,
20210428,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,18,,0.006627222,,280118,,103.1335717,
20210428,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,1506,,0.554477609,,262363,,96.59655311,
20210428,S92000003,Total,d,All vaccinations,d,,,Dose 1,,6644,,,z,2798722,,,z
20210428,S92000003,Total,d,All vaccinations,d,,,Dose 2,,42390,,,z,1216153,,,z
20210429,S92000003,Female,,16 - 17,,53579,,Dose 1,,17,,0.031728849,,3080,,5.748520876,
20210429,S92000003,Female,,16 - 17,,53579,,Dose 2,,15,,0.027996043,,397,,0.740961944,
20210429,S92000003,Female,,18 - 29,,413185,,Dose 1,,205,,0.049614579,,100529,,24.33026368,
20210429,S92000003,Female,,18 - 29,,413185,,Dose 2,,475,,0.114960611,,45116,,10.91907983,
20210429,S92000003,Female,,30 - 39,,370019,,Dose 1,,241,,0.065131791,,124160,,33.55503366,
20210429,S92000003,Female,,30 - 39,,370019,,Dose 2,,620,,0.167558963,,53725,,14.51952467,
20210429,S92000003,Female,,40 - 49,,345328,,Dose 1,,2336,,0.676458324,,166507,,48.21705741,
20210429,S92000003,Female,,40 - 49,,345328,,Dose 2,,1011,,0.292765139,,65743,,19.03784228,
20210429,S92000003,Female,,50 - 54,,203758,,Dose 1,,457,,0.224285672,,184243,,90.42246194,
20210429,S92000003,Female,,50 - 54,,203758,,Dose 2,,837,,0.410781417,,47208,,23.16866086,
20210429,S92000003,Female,,55 - 59,,205996,,Dose 1,,47,,0.022815977,,197984,,96.11060409,
20210429,S92000003,Female,,55 - 59,,205996,,Dose 2,,1171,,0.56845764,,52268,,25.37330822,
20210429,S92000003,Female,,60 - 64,,181868,,Dose 1,,38,,0.020894275,,180582,,99.29289375,
20210429,S92000003,Female,,60 - 64,,181868,,Dose 2,,1869,,1.027668419,,44834,,24.65194537,
20210429,S92000003,Female,,65 - 69,,155904,,Dose 1,,23,,0.014752668,,154523,,99.11419848,
20210429,S92000003,Female,,65 - 69,,155904,,Dose 2,,6772,,4.343698686,,83434,,53.51626642,
20210429,S92000003,Female,,70 - 74,,149920,,Dose 1,,23,,0.015341515,,148985,,99.37633404,
20210429,S92000003,Female,,70 - 74,,149920,,Dose 2,,5455,,3.638607257,,116516,,77.71878335,
20210429,S92000003,Female,,75 - 79,,109004,,Dose 1,,11,,0.010091373,,111458,,102.2512935,
20210429,S92000003,Female,,75 - 79,,109004,,Dose 2,,2624,,2.40725111,,97564,,89.50497229,
20210429,S92000003,Female,,80 years and over,d,165451,,Dose 1,,19,,0.011483763,,170189,,102.8636877,
20210429,S92000003,Female,,80 years and over,d,165451,,Dose 2,,868,,0.524626627,,159946,,96.6727309,
20210429,S92000003,Male,,16 - 17,,56560,,Dose 1,,14,,0.024752475,,3043,,5.380127298,
20210429,S92000003,Male,,16 - 17,,56560,,Dose 2,,12,,0.021216407,,258,,0.456152758,
20210429,S92000003,Male,,18 - 29,,420762,,Dose 1,,174,,0.041353544,,58363,,13.87078681,
20210429,S92000003,Male,,18 - 29,,420762,,Dose 2,,297,,0.070586222,,14651,,3.482015962,
20210429,S92000003,Male,,30 - 39,,359716,,Dose 1,,235,,0.065329315,,70483,,19.59406865,
20210429,S92000003,Male,,30 - 39,,359716,,Dose 2,,458,,0.127322666,,18655,,5.18603565,
20210429,S92000003,Male,,40 - 49,,328962,,Dose 1,,2886,,0.877304977,,110876,,33.70480481,
